MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RL,73,12328,Other,Other,6,1976,1976,TA,TA,Av,GLQ,539,Unf,0,473,1012,1034,0,1,0,1,0,3,1,6,0,Attchd,3,888,WD,Normal,169900
RM,60,9600,OldTown,Other,6,1917,1950,TA,Gd,No,Rec,319,Unf,0,416,735,1134,924,0,0,1,1,3,1,8,1,Detchd,2,396,WD,Normal,129500
RL,60,7200,NAmes,1Story,5,1950,1950,TA,TA,No,BLQ,534,Rec,96,246,876,988,0,0,0,1,0,3,1,6,0,Attchd,1,276,WD,Normal,119000
RL,Other,11160,NAmes,1Story,7,1968,1968,Gd,TA,No,ALQ,1065,Unf,0,1045,2110,2110,0,1,0,2,1,3,1,8,2,Attchd,2,522,WD,Normal,244000
RL,Other,3136,Other,1Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,1405,1405,1405,0,0,0,2,0,2,1,6,1,Attchd,2,478,WD,Normal,171750
RL,Other,9858,Other,1Story,5,1968,1968,TA,TA,No,BLQ,510,Unf,0,354,864,874,0,1,0,1,0,3,1,5,0,Attchd,1,288,WD,Normal,130000
RL,Other,17542,Other,2Story,7,1974,2003,Gd,TA,Gd,LwQ,125,ALQ,1031,36,1192,1516,651,1,0,2,1,3,1,9,2,Attchd,2,518,WD,Normal,294000
RL,60,6931,Edwards,2Story,7,2003,2004,Gd,Gd,No,Unf,0,Unf,0,746,746,760,896,0,0,2,1,3,1,7,1,BuiltIn,2,397,WD,Normal,165400
RM,Other,6240,Other,Other,6,1931,1950,TA,TA,No,LwQ,425,Unf,0,459,884,959,408,0,0,1,0,3,1,6,1,Detchd,1,560,WD,Normal,127500
RL,Other,14303,Other,1Story,Other,1994,1994,Gd,Gd,Gd,GLQ,1314,Unf,0,672,1986,1987,0,1,0,2,0,2,1,7,1,Attchd,2,691,WD,Normal,301500
RL,Other,4060,Edwards,1Story,5,1922,1950,TA,Fa,No,Unf,0,Unf,0,864,864,864,0,0,0,1,0,2,1,4,0,None,0,0,WD,Normal,99900
RL,Other,9587,Other,Other,7,2005,2005,Gd,Gd,Gd,GLQ,655,Unf,0,201,856,1166,0,1,0,2,0,2,1,5,0,Attchd,2,400,WD,Normal,190000
RL,65,9750,NAmes,1Story,6,1969,1969,TA,Gd,No,ALQ,602,LwQ,438,14,1054,1054,0,1,0,1,1,3,1,6,0,Attchd,2,460,WD,Normal,151000
RL,65,24682,Other,2Story,6,1999,1999,TA,Gd,No,Unf,0,Unf,0,841,841,892,783,0,0,2,1,3,1,7,1,BuiltIn,2,502,WD,Normal,181000
RL,80,9600,NAmes,1Story,5,1956,1956,TA,TA,No,Rec,504,Unf,0,546,1050,1050,0,0,0,1,0,2,1,5,0,Attchd,1,338,WD,Normal,128900
RL,80,11250,Other,Other,Other,1957,1989,TA,TA,Av,Unf,0,Unf,0,1104,1104,1104,684,1,0,1,0,5,1,8,2,Attchd,1,304,WD,Normal,161500
RL,60,13515,Other,2Story,6,1919,1950,TA,TA,No,Unf,0,Unf,0,764,764,1060,764,0,0,1,0,3,1,8,1,Detchd,2,520,WD,Normal,180500
RH,Other,4060,NAmes,1Story,6,1998,1999,Gd,Gd,No,GLQ,266,Unf,0,1139,1405,1337,0,1,0,2,0,2,1,5,0,Attchd,2,511,COD,Abnorml,181000
FV,Other,3735,Other,2Story,7,1999,1999,Gd,Gd,No,GLQ,450,Unf,0,241,691,713,739,1,0,2,1,3,1,6,0,Detchd,2,506,WD,Normal,183900
RM,60,10120,OldTown,Other,7,1910,1950,Fa,TA,No,Unf,0,Unf,0,925,925,964,925,0,0,1,1,4,2,9,1,Detchd,1,308,WD,Normal,122000
RL,Other,13214,Other,1Story,Other,2008,2009,Ex,Ex,Gd,Unf,0,Unf,0,2002,2002,2018,0,0,0,2,0,3,1,10,1,Attchd,3,746,WD,Normal,378500
RL,Other,14100,Other,Other,Other,1935,1997,TA,TA,Mn,Rec,192,Unf,0,536,728,1968,1479,0,0,3,1,4,1,11,2,BuiltIn,3,1014,WD,Normal,381000
RL,Other,11344,NAmes,Other,5,1958,1958,TA,TA,No,BLQ,460,Unf,0,414,874,874,650,0,0,1,1,3,1,7,0,Attchd,1,315,WD,Normal,144000
RL,80,23595,Other,1Story,7,1979,1979,Gd,Gd,Gd,GLQ,1258,Unf,0,74,1332,1332,192,2,0,0,1,0,1,4,1,Attchd,2,586,WD,Normal,260000
RL,80,9156,Other,1Story,6,1968,1968,TA,TA,No,Unf,0,Unf,0,1489,1489,1489,0,0,0,2,0,3,1,7,1,Attchd,2,462,WD,Normal,185750
RL,Other,13526,Other,1Story,5,1965,1965,TA,TA,No,BLQ,560,LwQ,375,0,935,935,0,1,0,1,0,3,1,5,0,Attchd,1,288,WD,Normal,137000
RL,Other,11512,Edwards,Other,6,1959,2006,TA,TA,Av,ALQ,719,Unf,0,300,1019,1357,0,1,0,1,0,2,1,5,1,Basment,1,312,WD,Normal,177000
RL,Other,5362,Other,Other,5,1910,2003,TA,TA,No,Unf,0,Unf,0,661,661,661,589,0,0,2,0,3,1,8,1,Detchd,2,552,WD,Normal,139000
RL,Other,11345,NAmes,2Story,5,1948,1950,TA,TA,No,Rec,220,Unf,0,708,928,928,992,0,0,2,0,4,2,10,0,Detchd,2,400,WD,Normal,137000
RL,80,12936,Other,2Story,6,1972,1972,TA,TA,No,BLQ,593,Unf,0,130,723,735,660,0,1,1,1,3,1,6,1,Attchd,2,497,WD,Normal,162000
RL,80,17871,Other,Other,6,1967,1976,TA,Gd,Av,ALQ,528,Unf,0,1152,1680,1724,0,1,0,1,1,3,1,7,1,Attchd,2,480,WD,Normal,197900
RL,Other,9473,CollgCr,2Story,Other,2002,2002,Gd,Gd,No,GLQ,804,Unf,0,324,1128,1128,903,1,0,2,1,3,1,7,1,Attchd,2,577,WD,Normal,237000
C (all),60,7500,Other,Other,Other,1920,1950,TA,TA,No,Unf,0,Unf,0,698,698,698,430,0,0,1,0,2,1,6,0,Detchd,2,528,COD,Abnorml,68400
RL,Other,9808,CollgCr,1Story,7,2002,2002,Gd,Gd,No,GLQ,788,Unf,0,785,1573,1573,0,1,0,2,0,3,1,6,0,Attchd,2,544,WD,Normal,227000
RL,Other,8049,Other,1Story,7,1990,1990,TA,Gd,No,ALQ,1053,Unf,0,256,1309,1339,0,1,0,2,0,2,1,6,1,Attchd,2,484,WD,Normal,180000
RL,Other,8800,CollgCr,1Story,5,1977,2008,TA,Gd,Mn,LwQ,532,Rec,144,364,1040,1040,0,0,0,2,0,3,1,5,0,Detchd,2,484,WD,Normal,150500
RL,Other,9400,Other,2Story,6,1971,1971,TA,TA,Av,Unf,0,Unf,0,912,912,912,912,0,0,2,2,4,2,8,0,None,0,0,WD,Normal,139000
RL,Other,9638,Other,Other,6,1919,1990,TA,TA,No,Unf,0,Unf,0,804,804,1699,748,0,0,2,0,4,1,10,1,Detchd,1,336,WD,Normal,169000
RM,Other,6000,Other,Other,6,1939,1950,TA,TA,No,Unf,0,Unf,0,780,780,825,587,0,0,1,0,4,1,6,1,Detchd,1,280,WD,Normal,132500
RL,80,9790,Other,1Story,6,1963,1963,TA,TA,No,ALQ,569,Rec,81,678,1328,1328,0,1,0,1,1,3,1,6,2,Attchd,2,528,WD,Normal,143000
RL,80,36500,Other,1Story,5,1964,1964,TA,TA,Av,Rec,812,Unf,0,812,1624,1582,0,0,1,2,0,4,1,7,0,Attchd,2,390,WD,Normal,190000
RL,Other,5664,Other,1Story,Other,2000,2000,Gd,Gd,No,GLQ,1158,Unf,0,343,1501,1659,0,1,0,2,0,2,1,5,1,Attchd,2,499,WD,Normal,278000
RL,Other,11065,Other,2Story,Other,2006,2006,Gd,Gd,Mn,Unf,0,Unf,0,1085,1085,1120,850,0,0,2,1,3,1,8,1,BuiltIn,3,753,New,Partial,281000
RL,73,14112,NAmes,Other,5,1964,1964,TA,TA,Av,GLQ,1014,Unf,0,138,1152,1152,0,1,0,1,0,3,1,6,1,Attchd,2,484,WD,Normal,180500
RM,Other,1680,Other,2Story,5,1972,1972,TA,TA,No,ALQ,231,Unf,0,399,630,630,672,0,0,2,1,3,1,6,0,Detchd,1,264,WD,Normal,119500
RM,60,6600,OldTown,2Story,5,1892,1965,TA,TA,No,Unf,0,Unf,0,994,994,1378,994,0,0,2,0,4,2,11,0,Attchd,1,432,WD,Normal,107500
RL,Other,10140,Other,2Story,7,1976,1976,TA,Gd,No,GLQ,194,Unf,0,638,832,832,832,0,0,2,1,4,1,8,1,Attchd,2,528,WD,Normal,162900
RL,60,8172,Edwards,1Story,5,1955,1990,TA,TA,No,Rec,167,Unf,0,697,864,864,0,1,0,1,0,2,1,5,0,Detchd,2,572,WD,Normal,115000
RL,70,8400,NAmes,1Story,5,1968,1968,TA,TA,Av,BLQ,1016,Unf,0,36,1052,1052,0,1,0,1,1,3,1,5,0,Attchd,1,288,WD,Normal,138500
RL,80,8700,NAmes,1Story,5,1963,1963,TA,TA,Mn,ALQ,776,Unf,0,344,1120,1128,0,1,0,2,0,3,1,6,0,Attchd,2,525,WD,Normal,155000
RM,Other,3675,Edwards,Other,6,2005,2006,TA,Gd,Gd,GLQ,547,Unf,0,0,547,1072,0,1,0,2,0,2,1,5,0,Basment,2,525,New,Partial,140000
RL,Other,63887,Edwards,2Story,Other,2008,2008,Ex,Ex,Gd,GLQ,5644,Unf,0,466,6110,4692,950,2,0,2,1,3,1,12,3,Attchd,2,1418,New,Partial,160000
RL,Other,7500,NAmes,1Story,5,1959,1994,TA,TA,No,LwQ,340,Rec,906,0,1246,1246,0,1,0,1,1,3,1,6,0,Attchd,1,305,WD,Normal,154000
RL,65,10762,Other,2Story,7,1999,1999,Gd,Gd,No,GLQ,694,Unf,0,284,978,1005,978,0,0,2,1,3,1,9,1,Attchd,2,490,WD,Normal,225000
RL,Other,7500,Other,2Story,6,1942,1950,TA,TA,No,BLQ,547,Unf,0,224,771,753,741,0,0,1,0,3,1,7,2,Attchd,1,213,WD,Normal,177500
RL,Other,10120,Other,2Story,Other,1994,1994,Gd,Gd,No,GLQ,740,Unf,0,425,1165,1203,1323,1,0,2,1,4,1,8,1,Attchd,3,844,WD,Normal,290000
RL,73,8688,Other,1Story,7,2005,2005,Gd,Gd,Av,Unf,0,Unf,0,1616,1616,1616,0,0,0,2,0,3,1,7,0,Attchd,3,834,WD,Normal,232000
RM,Other,3363,Edwards,2Story,7,2004,2004,Gd,Gd,No,Unf,0,Unf,0,976,976,976,732,0,0,2,0,3,1,7,0,Detchd,2,380,WD,Normal,130000
RL,Other,13173,Other,1Story,Other,2006,2007,Gd,Ex,No,GLQ,1572,Unf,0,80,1652,1652,0,1,0,2,0,2,1,6,2,Attchd,2,840,WD,Normal,325000
RL,Other,6955,Other,1Story,7,2005,2006,Gd,Gd,No,Unf,0,Unf,0,1368,1368,1368,0,0,0,2,0,2,1,6,1,Attchd,2,474,New,Partial,202500
RL,60,8072,CollgCr,1Story,5,1994,1995,TA,Gd,No,ALQ,746,Unf,0,244,990,990,0,1,0,1,0,3,1,5,0,Detchd,2,480,WD,Normal,138000
RM,Other,12000,OldTown,1Story,5,1948,2005,TA,TA,No,GLQ,144,ALQ,608,172,924,1122,0,1,0,1,0,2,1,6,0,Attchd,2,528,WD,Normal,147000
RL,Other,7153,Other,1Story,6,1991,1991,TA,Gd,No,GLQ,1200,Unf,0,78,1278,1294,0,1,0,2,0,3,1,6,0,Attchd,2,496,WD,Normal,179200
RL,Other,17500,Other,1Story,7,1959,2002,Gd,Gd,Av,GLQ,1406,Unf,0,496,1902,1902,0,1,0,2,0,3,1,7,2,Attchd,2,567,WD,Normal,335000
RL,Other,8814,CollgCr,1Story,7,2005,2007,Gd,Gd,No,GLQ,925,Unf,0,349,1274,1274,0,1,0,2,0,3,1,6,0,Attchd,2,508,New,Partial,203000
RL,Other,9572,Other,2Story,Other,1990,1990,Gd,Ex,No,GLQ,482,Unf,0,971,1453,1453,1357,0,0,2,1,4,1,9,1,Attchd,2,750,WD,Normal,302000
RL,Other,14774,Other,2Story,Other,1999,1999,Gd,Gd,No,Unf,0,Unf,0,1393,1393,1422,1177,0,0,2,1,4,1,10,1,BuiltIn,3,779,WD,Normal,333168
RL,60,8190,Edwards,1Story,Other,1954,1954,TA,TA,No,Rec,732,Unf,0,216,948,948,0,1,0,1,0,3,1,5,1,Detchd,1,280,WD,Normal,119000
RL,Other,11075,NAmes,2Story,6,1969,1969,TA,Fa,Mn,ALQ,500,LwQ,276,176,952,1092,1020,0,0,2,1,4,1,9,2,Attchd,2,576,WD,Normal,206900
RL,Other,10226,CollgCr,1Story,Other,2008,2008,Gd,Ex,Gd,Unf,0,Unf,0,1622,1622,1630,0,1,0,2,0,3,1,8,1,Attchd,3,860,WD,Normal,295493
FV,Other,4230,Other,1Story,7,2006,2007,Gd,Ex,No,Unf,0,Unf,0,1352,1352,1352,0,0,0,2,0,2,1,5,1,Attchd,2,466,New,Partial,208900
RL,70,14781,CollgCr,1Story,Other,2001,2002,Gd,Gd,Gd,Unf,0,Unf,0,1753,1753,1787,0,0,0,2,0,3,1,7,1,Attchd,3,748,WD,Normal,275000
RL,Other,10215,Edwards,1Story,Other,1954,1954,TA,TA,No,ALQ,492,Unf,0,372,864,948,0,0,0,1,0,3,1,5,0,Attchd,1,248,WD,Normal,111000
RL,70,8400,NAmes,1Story,6,1957,1957,TA,TA,No,ALQ,189,Rec,661,628,1478,1478,0,1,0,1,1,3,1,6,2,Attchd,2,442,WD,Normal,156500
RL,Other,6627,Other,1Story,Other,1949,1950,TA,None,None,None,0,None,0,0,0,720,0,0,0,1,0,2,1,4,0,Detchd,1,287,WD,Normal,72500
RL,Other,10186,Other,2Story,7,1992,1992,Gd,Gd,No,GLQ,674,Unf,0,76,750,1061,862,1,0,2,1,3,1,8,1,Attchd,2,564,WD,Normal,190000
RL,Other,5330,Other,1Story,Other,1940,1950,Fa,TA,No,LwQ,280,Unf,0,140,420,708,0,0,0,1,0,2,1,5,0,None,0,0,WD,Normal,82500
RL,Other,9986,Other,1Story,Other,2006,2007,Gd,Ex,Av,Unf,0,Unf,0,1795,1795,1795,0,0,0,2,0,2,1,7,1,Attchd,3,895,New,Partial,147000
RM,Other,3636,Other,1Story,Other,1922,1950,TA,TA,No,Unf,0,Unf,0,796,796,796,0,0,0,1,0,2,1,5,0,None,0,0,WD,Normal,55000
RH,70,4270,Edwards,1Story,Other,1931,2006,TA,TA,No,Rec,544,Unf,0,0,544,774,0,0,0,1,0,3,1,6,0,None,0,0,WD,Normal,79000
RL,60,6600,Other,1Story,5,1982,2008,Gd,TA,No,ALQ,641,Unf,0,175,816,816,0,0,1,1,0,3,1,5,1,Attchd,1,264,WD,Normal,130500
RM,60,10440,OldTown,Other,6,1920,1950,Gd,Gd,No,LwQ,493,Unf,0,1017,1510,1584,1208,0,0,2,0,5,1,8,2,Detchd,2,520,WD,Normal,256000
RL,Other,9084,Other,2Story,7,1998,1998,TA,Gd,No,Unf,0,Unf,0,935,935,955,677,0,0,2,1,3,1,8,1,Attchd,2,462,WD,Normal,176500
RL,Other,10000,Other,1Story,Other,2006,2006,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,1588,0,0,0,2,0,3,1,7,1,Attchd,3,825,WD,Normal,227000
RL,Other,10780,CollgCr,Other,5,1976,1976,TA,TA,Av,ALQ,483,Unf,0,428,911,954,0,0,0,1,0,3,1,6,0,Detchd,2,576,WD,Normal,132500
RL,Other,8877,Edwards,1Story,Other,1938,1958,TA,TA,Mn,ALQ,690,Unf,0,126,816,816,0,1,0,1,0,2,1,3,1,Detchd,1,288,WD,Normal,100000
RM,60,7200,Other,Other,5,1938,1995,TA,TA,No,Unf,0,Unf,0,803,803,803,557,0,0,1,1,2,1,6,0,Detchd,1,297,WD,Normal,125500
RM,Other,2368,Other,2Story,5,1970,1970,TA,TA,No,LwQ,765,Unf,0,0,765,765,600,0,0,1,1,3,1,7,0,Attchd,2,440,WD,Normal,125000
RL,80,9650,Other,1Story,6,1977,1977,TA,Gd,No,ALQ,686,Unf,0,664,1350,1334,0,0,1,2,0,2,1,6,1,Attchd,2,630,WD,Normal,167900
RL,Other,9246,Other,1Story,5,1973,1973,TA,TA,No,Unf,0,Unf,0,1656,1656,1656,0,0,0,2,0,4,2,8,0,Detchd,2,506,WD,Normal,135000
RM,Other,4118,OldTown,1Story,Other,1941,1950,TA,TA,No,Unf,0,Unf,0,693,693,693,0,0,0,1,0,2,1,4,0,None,0,0,WD,Normal,52500
RL,Other,13450,CollgCr,2Story,7,2002,2002,Gd,Gd,No,GLQ,700,Unf,0,216,916,920,941,1,0,2,1,3,1,8,0,BuiltIn,2,492,WD,Normal,200000
RL,Other,9560,CollgCr,1Story,5,1972,1972,TA,TA,Mn,Rec,360,Unf,0,504,864,864,0,0,0,1,0,3,1,5,0,Attchd,1,288,WD,Normal,128500
RL,70,8294,NAmes,1Story,Other,1971,1971,TA,TA,No,Unf,0,Unf,0,858,858,872,0,0,0,1,0,3,1,5,0,Detchd,4,480,WD,Normal,123000
RL,Other,13695,Other,1Story,6,2003,2004,TA,Gd,No,GLQ,814,Unf,0,300,1114,1114,0,1,0,1,0,3,1,6,0,Detchd,2,576,WD,Normal,155000
RL,70,9375,CollgCr,2Story,Other,2002,2002,Gd,Gd,No,Unf,0,Unf,0,1284,1284,1284,885,0,0,2,1,3,1,7,1,Attchd,2,647,WD,Normal,228500
RL,Other,7558,Other,Other,6,1928,1950,TA,TA,No,Unf,0,Unf,0,896,896,1172,741,0,0,1,1,3,1,9,1,Detchd,2,342,WD,Normal,177000
RL,Other,11103,CollgCr,2Story,7,2006,2006,Gd,Gd,No,Unf,0,Unf,0,728,728,728,728,0,0,2,1,3,1,8,1,Attchd,2,440,New,Partial,155835
RM,Other,6000,OldTown,1Story,Other,1920,1950,TA,TA,No,ALQ,250,Unf,0,710,960,960,0,0,0,1,0,2,1,5,0,Detchd,1,308,WD,Normal,108500
RL,80,20781,Other,1Story,7,1968,2003,TA,TA,No,BLQ,297,Rec,68,1203,1568,2156,0,0,0,2,0,3,1,9,1,Attchd,2,508,WD,Normal,262500
RL,Other,15306,Other,1Story,Other,2006,2007,Gd,Ex,Gd,GLQ,80,Unf,0,1652,1732,1776,0,1,0,2,0,3,1,7,1,Attchd,3,712,New,Partial,283463
RL,Other,16196,Other,1Story,7,1998,1998,Gd,Gd,Gd,GLQ,1443,Unf,0,39,1482,1494,0,1,0,2,0,3,1,5,1,Attchd,2,514,WD,Normal,215000
RM,Other,5250,OldTown,2Story,Other,1872,1987,TA,TA,No,LwQ,259,Unf,0,425,684,938,1215,0,0,2,0,4,1,8,0,None,0,0,WD,Normal,122000
RL,Other,11643,NAmes,2Story,5,1969,1969,TA,TA,No,LwQ,500,Unf,0,748,1248,1338,1296,1,1,2,2,6,2,12,0,Detchd,4,968,WD,Normal,200000
RL,70,9247,NAmes,2Story,6,1962,1962,TA,TA,No,Rec,319,Unf,0,539,858,858,858,0,0,1,1,4,1,8,1,Attchd,2,490,WD,Normal,171000
RM,Other,6000,Other,Other,6,1937,2000,Gd,TA,No,Unf,0,Unf,0,698,698,786,390,0,0,1,0,2,1,4,0,Detchd,2,624,WD,Normal,134900
RL,Other,14720,Other,Other,Other,1995,1996,Gd,Gd,Av,GLQ,816,Unf,0,1217,2033,2053,1185,1,0,2,1,4,1,9,1,Attchd,3,666,WD,Normal,410000
RL,70,10316,CollgCr,2Story,7,2000,2000,Gd,Gd,No,GLQ,735,Unf,0,257,992,992,873,1,0,2,1,3,1,7,1,Attchd,3,839,WD,Normal,235000
RL,Other,10192,Other,Other,7,1968,1992,TA,TA,No,Unf,0,Unf,0,570,570,1222,698,0,0,3,0,4,1,8,1,Attchd,2,487,WD,Normal,170000
RL,73,9477,NAmes,1Story,5,1966,1966,TA,TA,No,Rec,340,Unf,0,524,864,892,0,0,0,1,0,3,1,5,0,Attchd,1,264,WD,Normal,110000
RL,73,12537,NAmes,1Story,5,1971,2008,TA,TA,No,GLQ,734,Unf,0,344,1078,1078,0,1,0,1,1,3,1,6,1,Attchd,2,500,WD,Normal,149900
FV,73,2117,Other,2Story,6,2000,2000,Gd,Gd,No,GLQ,378,Unf,0,378,756,769,804,0,0,2,1,3,1,5,0,Detchd,2,440,WD,Normal,177500
RL,Other,16737,Other,1Story,Other,2004,2005,Gd,Ex,Av,GLQ,1447,Unf,0,533,1980,1980,0,1,0,2,0,3,1,8,1,Attchd,3,770,WD,Normal,315000
RL,Other,9842,Other,2Story,5,1921,1998,TA,TA,No,Unf,0,Unf,0,612,612,990,1611,0,0,3,1,4,1,8,0,BuiltIn,2,621,WD,Normal,189000
RL,Other,16158,Other,1Story,7,2005,2005,Gd,Ex,Av,ALQ,1274,Unf,0,256,1530,1530,0,1,0,2,0,3,1,7,1,Attchd,2,430,WD,Normal,260000
RL,73,12513,NAmes,Other,Other,1920,2007,TA,TA,No,Unf,0,Unf,0,715,715,1281,457,0,0,2,0,4,1,7,1,Attchd,1,368,WD,Normal,104900
RL,73,8499,Other,2Story,6,2006,2007,TA,Gd,No,Unf,0,Unf,0,616,616,616,796,0,0,2,1,3,1,6,1,BuiltIn,2,432,New,Partial,156932
FV,Other,3180,Other,2Story,7,2005,2005,Gd,Gd,No,Unf,0,Unf,0,600,600,520,600,0,0,2,1,2,1,4,0,Detchd,2,480,WD,Abnorml,144152
FV,73,7500,Other,2Story,7,2000,2000,Gd,Gd,No,GLQ,533,Unf,0,281,814,814,860,1,0,2,1,3,1,7,0,Attchd,2,663,WD,Normal,216000
RL,Other,9179,CollgCr,2Story,7,1999,1999,Gd,Gd,No,GLQ,633,Unf,0,240,873,882,908,1,0,2,1,3,1,7,0,Attchd,2,588,WD,Abnorml,193000
RM,Other,2665,Other,2Story,5,1977,1977,TA,TA,No,ALQ,548,Rec,173,36,757,925,550,0,0,2,0,4,1,6,1,Attchd,1,336,WD,Normal,127000
RM,70,4435,CollgCr,1Story,6,2003,2004,Gd,Gd,Av,GLQ,685,Unf,0,163,848,848,0,1,0,1,0,1,1,4,0,Attchd,2,420,WD,Normal,144000
RL,Other,10635,CollgCr,1Story,Other,2003,2003,Gd,Gd,Av,BLQ,370,GLQ,972,315,1657,1668,0,1,0,2,0,3,1,8,1,Attchd,2,502,WD,Normal,232000
RL,Other,5400,OldTown,Other,Other,1920,1950,Fa,TA,No,ALQ,315,Rec,105,420,840,840,534,0,0,1,0,2,1,6,0,Detchd,1,338,WD,Normal,105000
RL,80,9600,NAmes,Other,6,1955,1996,TA,TA,Av,BLQ,831,Unf,0,161,992,1661,0,1,0,1,0,3,1,8,1,BuiltIn,1,377,WD,Normal,165500
RL,Other,9750,CollgCr,2Story,7,1998,1998,TA,Gd,Av,GLQ,975,Unf,0,133,1108,1108,989,1,0,2,1,3,1,8,1,Detchd,2,583,WD,Normal,274300
RL,Other,11400,Other,1Story,Other,2001,2002,Ex,Ex,Gd,GLQ,1282,Unf,0,1351,2633,2633,0,1,0,2,1,2,1,8,2,Attchd,3,804,WD,Normal,466500
FV,Other,10625,Other,2Story,7,2005,2005,Gd,Gd,No,Unf,0,Unf,0,1026,1026,1026,932,0,0,2,1,3,1,9,1,Attchd,3,936,WD,Normal,250000
RL,Other,10991,Other,1Story,Other,2007,2007,Gd,Gd,Gd,Unf,0,Unf,0,1571,1571,1571,0,0,0,2,0,3,1,7,1,Attchd,3,722,New,Partial,239000
RL,Other,6292,Other,1Story,6,1930,1950,TA,Gd,Mn,Rec,384,Unf,0,384,768,790,0,0,0,1,0,2,1,4,0,Detchd,1,160,WD,Normal,91000
RL,60,10998,Edwards,Other,5,1941,1960,TA,TA,No,LwQ,408,BLQ,420,156,984,984,620,0,0,2,0,3,1,6,0,Detchd,2,660,WD,Normal,117000
RM,Other,1953,Other,2Story,6,1973,1973,TA,TA,No,BLQ,309,Unf,0,174,483,483,504,0,0,1,1,2,1,5,0,Detchd,1,264,WD,Normal,83000
RL,73,9735,Other,Other,5,2006,2007,TA,Gd,No,Unf,0,Unf,0,384,384,754,640,0,0,2,1,3,1,7,0,BuiltIn,2,400,WD,Normal,167500
RL,Other,8212,Edwards,1Story,Other,1914,1950,TA,TA,No,Rec,203,Unf,0,661,864,864,0,1,0,1,0,2,1,5,0,Detchd,1,200,WD,Normal,58500
RL,73,12925,NAmes,1Story,6,1970,1970,TA,TA,Mn,BLQ,865,Unf,0,340,1205,2117,0,0,0,2,1,4,1,7,2,Attchd,2,550,WD,Normal,237500
RM,60,7200,OldTown,2Story,7,1920,1950,TA,Fa,No,Unf,0,Unf,0,596,596,998,764,1,0,1,1,4,1,8,0,Detchd,2,576,WD,Normal,157000
RL,Other,25339,Other,1Story,5,1918,2007,TA,TA,No,Unf,0,Unf,0,816,816,1416,0,0,0,2,0,3,1,7,0,Attchd,2,576,WD,Normal,112000
RL,60,9060,Edwards,Other,6,1939,1950,TA,TA,Mn,Rec,204,Unf,0,356,560,698,560,0,0,1,0,2,1,6,0,Detchd,1,280,WD,Normal,105000
RM,Other,5436,Other,Other,Other,1922,2007,TA,TA,No,BLQ,735,Unf,0,61,796,796,358,1,0,1,0,3,1,7,0,Detchd,1,240,WD,Normal,125500
RL,80,16692,Other,2Story,7,1978,1978,TA,Gd,No,BLQ,790,LwQ,469,133,1392,1392,1392,1,0,3,1,5,1,12,2,Attchd,2,564,WD,Normal,250000
RM,60,8520,OldTown,Other,6,1916,1950,TA,TA,No,Rec,168,LwQ,546,0,714,1664,862,0,0,2,0,5,1,10,1,Detchd,1,216,CWD,Family,136000
RL,Other,14892,Other,1Story,Other,2006,2007,Ex,Ex,Gd,GLQ,1320,Unf,0,426,1746,1746,0,1,0,2,0,3,1,7,2,Attchd,3,758,WD,Normal,377500
RM,60,6000,Other,Other,6,1941,1950,TA,TA,No,ALQ,375,Unf,0,360,735,869,349,0,1,1,0,3,1,6,1,Detchd,2,440,WD,Normal,131000
RL,70,9100,CollgCr,1Story,7,2000,2000,Gd,Gd,Av,GLQ,1400,Unf,0,125,1525,1525,0,1,0,2,0,3,1,6,0,Attchd,2,541,WD,Normal,235000
RL,65,8944,NAmes,1Story,5,1967,1967,TA,TA,No,Unf,0,Unf,0,1584,1584,1584,0,0,0,2,0,4,2,8,0,Detchd,3,792,WD,Normal,124000
RL,Other,7838,NAmes,Other,5,1967,1967,TA,TA,Av,ALQ,769,Unf,0,95,864,900,0,1,0,1,0,3,1,6,1,Attchd,1,288,WD,Normal,123000
RM,60,10800,OldTown,Other,6,1905,2000,TA,Fa,No,Unf,0,Unf,0,482,482,1221,691,0,0,2,0,3,2,7,1,Detchd,2,672,WD,Normal,163000
RL,Other,4045,Other,1Story,7,2006,2006,Gd,Gd,Av,GLQ,1070,Unf,0,286,1356,1500,0,1,0,2,0,2,1,6,1,Attchd,3,648,New,Partial,246578
RL,Other,12665,Other,2Story,Other,2005,2006,Gd,Gd,Gd,Unf,0,Unf,0,1094,1094,1133,1349,0,0,2,1,4,1,9,1,BuiltIn,3,642,WD,Normal,281213
RL,Other,57200,Other,1Story,5,1948,1950,TA,TA,Av,BLQ,353,Rec,334,60,747,1687,0,1,0,1,0,3,1,7,2,Detchd,2,572,WD,Normal,160000
